datetime,rec_id,season,year,month,hour,is_holiday,weekday,is_workingday,weather_condition,temp,atemp,humidity,windspeed,casual,registered,total_count
2011-01-02,35,1,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70
2011-01-02,36,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93
2011-01-02,37,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75
2011-01-02,38,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.19399999999999998,4,55,59
2011-01-02,39,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74
2011-01-02,40,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76
2011-01-02,41,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.19399999999999998,7,58,65
2011-01-02,42,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53
2011-01-02,43,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30
2011-01-02,44,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22
2011-01-02,45,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31
2011-01-02,46,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9
2011-01-02,47,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8
2011-01-03,48,1,0,1,0,0,1,1,1,0.22,0.19699999999999998,0.44,0.3582,0,5,5
2011-01-03,49,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2
2011-01-03,50,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,0,1,1
2011-01-03,51,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3
2011-01-03,52,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30
2011-01-03,53,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.19399999999999998,1,63,64
2011-01-03,54,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154
2011-01-03,55,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88
2011-01-03,56,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44
2011-01-03,57,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51
2011-01-03,58,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61
2011-01-03,59,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61
2011-01-03,60,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77
2011-01-03,61,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72
2011-01-03,62,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76
2011-01-03,63,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157
2011-01-03,64,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157
2011-01-03,65,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,8,102,110
2011-01-03,66,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52
2011-01-03,67,1,0,1,21,0,1,1,1,0.18,0.19699999999999998,0.64,0.1343,3,49,52
2011-01-03,68,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20
2011-01-03,69,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12
2011-01-04,70,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5
2011-01-04,71,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2
2011-01-04,72,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1
2011-01-04,73,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2
2011-01-04,74,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4
2011-01-04,75,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,0,36,36
2011-01-04,76,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,2,92,94
2011-01-04,77,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179
2011-01-04,78,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100
2011-01-04,79,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,5,37,42
2011-01-04,80,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57
2011-01-04,81,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78
2011-01-04,82,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.19399999999999998,18,79,97
2011-01-04,83,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,9,54,63
2011-01-04,84,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,17,48,65
2011-01-04,85,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,15,68,83
2011-01-04,86,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,10,202,212
2011-01-04,87,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.19399999999999998,3,179,182
2011-01-04,88,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,2,110,112
2011-01-04,89,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54
2011-01-04,90,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,0,48,48
2011-01-04,91,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35
2011-01-04,92,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,2,9,11
2011-01-05,93,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,0,6,6
2011-01-05,94,1,0,1,1,0,3,1,1,0.16,0.19699999999999998,0.74,0.0896,0,6,6
2011-01-05,95,1,0,1,2,0,3,1,1,0.16,0.19699999999999998,0.74,0.0896,0,2,2
2011-01-05,96,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2
2011-01-05,97,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3
2011-01-05,98,1,0,1,6,0,3,1,1,0.2,0.19699999999999998,0.47,0.2239,0,33,33
2011-01-05,99,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.19399999999999998,1,87,88
2011-01-05,100,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195
2011-01-05,101,1,0,1,9,0,3,1,1,0.22,0.19699999999999998,0.37,0.3284,6,109,115
2011-01-05,102,1,0,1,10,0,3,1,1,0.22,0.19699999999999998,0.37,0.3284,4,53,57
2011-01-05,103,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46
2011-01-05,104,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79
2011-01-05,105,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71
2011-01-05,106,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.19399999999999998,10,52,62
2011-01-05,107,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.19399999999999998,7,55,62
2011-01-05,108,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89
2011-01-05,109,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.19399999999999998,4,186,190
2011-01-05,110,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169
2011-01-05,111,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,5,127,132
2011-01-05,112,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89
2011-01-05,113,1,0,1,21,0,3,1,1,0.2,0.19699999999999998,0.51,0.19399999999999998,3,40,43
2011-01-05,114,1,0,1,22,0,3,1,1,0.18,0.19699999999999998,0.55,0.1343,1,41,42
2011-01-05,115,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,1,18,19
2011-01-06,116,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,0,11,11
2011-01-06,117,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,4,4
2011-01-06,118,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,0,2,2
2011-01-06,119,1,0,1,4,0,4,1,2,0.16,0.19699999999999998,0.64,0.0896,0,1,1
2011-01-06,120,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4
2011-01-06,121,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,0,36,36
2011-01-06,122,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,0,95,95
2011-01-06,123,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,3,216,219
2011-01-06,124,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,6,116,122
2011-01-06,125,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,3,42,45
2011-01-06,126,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59
2011-01-06,127,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,6,78,84
2011-01-06,128,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67
2011-01-06,129,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70
2011-01-06,130,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62
2011-01-06,131,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86
2011-01-06,132,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172
2011-01-06,133,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163
2011-01-06,134,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112
2011-01-06,135,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69
2011-01-06,136,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48
2011-01-06,137,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52
2011-01-06,138,1,0,1,23,0,4,1,2,0.2,0.19699999999999998,0.59,0.19399999999999998,4,19,23
2011-01-07,139,1,0,1,0,0,5,1,2,0.2,0.19699999999999998,0.64,0.19399999999999998,4,13,17
2011-01-07,140,1,0,1,1,0,5,1,2,0.2,0.19699999999999998,0.69,0.2239,2,5,7
2011-01-07,141,1,0,1,2,0,5,1,2,0.2,0.19699999999999998,0.69,0.2239,0,1,1
2011-01-07,142,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1
2011-01-07,143,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5
2011-01-07,144,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,8,26,34
2011-01-07,145,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84
2011-01-07,146,1,0,1,8,0,5,1,1,0.2,0.19699999999999998,0.51,0.2537,20,190,210
2011-01-07,147,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134
2011-01-07,148,1,0,1,10,0,5,1,1,0.22,0.19699999999999998,0.37,0.3284,16,47,63
2011-01-07,149,1,0,1,11,0,5,1,2,0.2,0.19699999999999998,0.4,0.2239,19,48,67
2011-01-07,150,1,0,1,12,0,5,1,2,0.2,0.19699999999999998,0.37,0.2537,9,50,59
2011-01-07,151,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73
2011-01-07,152,1,0,1,14,0,5,1,2,0.2,0.19699999999999998,0.4,0.2537,7,43,50
2011-01-07,153,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72
2011-01-07,154,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87
2011-01-07,155,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187
2011-01-07,156,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123
2011-01-07,157,1,0,1,19,0,5,1,1,0.16,0.19699999999999998,0.55,0.0896,3,92,95
2011-01-07,158,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51
2011-01-07,159,1,0,1,21,0,5,1,1,0.18,0.19699999999999998,0.47,0.1343,0,39,39
2011-01-07,160,1,0,1,22,0,5,1,2,0.18,0.19699999999999998,0.43,0.1642,2,34,36
2011-01-07,161,1,0,1,23,0,5,1,2,0.18,0.19699999999999998,0.51,0.1642,1,14,15
2011-01-08,162,1,0,1,0,0,6,0,2,0.18,0.19699999999999998,0.51,0.1642,1,24,25
2011-01-08,163,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16
2011-01-08,164,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16
2011-01-08,165,1,0,1,3,0,6,0,3,0.18,0.19699999999999998,0.55,0.1642,0,7,7
2011-01-08,166,1,0,1,4,0,6,0,3,0.18,0.19699999999999998,0.55,0.1642,0,1,1
2011-01-08,167,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5
2011-01-08,168,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2
2011-01-08,169,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9
2011-01-08,170,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15
2011-01-08,171,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20
2011-01-08,172,1,0,1,10,0,6,0,2,0.18,0.19699999999999998,0.8,0.1642,5,56,61
2011-01-08,173,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62
2011-01-08,174,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98
2011-01-08,175,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102
2011-01-08,176,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95
2011-01-08,177,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74
2011-01-08,178,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76
2011-01-08,179,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69
2011-01-08,180,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55
2011-01-08,181,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30
2011-01-08,182,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28
2011-01-08,183,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37
2011-01-08,184,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34
2011-01-08,185,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22
2011-01-09,186,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25
2011-01-09,187,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12
2011-01-09,188,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11
2011-01-09,189,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4
2011-01-09,190,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.19399999999999998,0,1,1
2011-01-09,191,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.19399999999999998,0,1,1
2011-01-09,192,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1
2011-01-09,193,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.19399999999999998,1,5,6
2011-01-09,194,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10
2011-01-09,195,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19
2011-01-09,196,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49
2011-01-09,197,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49
2011-01-09,198,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83
2011-01-09,199,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75
2011-01-09,200,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72
2011-01-09,201,1,0,1,15,0,0,0,1,0.22,0.19699999999999998,0.35,0.3582,5,77,82
2011-01-09,202,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92
2011-01-09,203,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62
2011-01-09,204,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48
2011-01-09,205,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41
2011-01-09,206,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38
2011-01-09,207,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20
2011-01-09,208,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15
2011-01-09,209,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.19399999999999998,0,6,6
2011-01-10,210,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5
2011-01-10,211,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1
2011-01-10,212,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3
2011-01-10,213,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1
2011-01-10,214,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3
2011-01-10,215,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3
2011-01-10,216,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31
2011-01-10,217,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77
2011-01-10,218,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188
2011-01-10,219,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94
2011-01-10,220,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31
2011-01-10,221,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30
2011-01-10,222,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52
2011-01-10,223,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54
2011-01-10,224,1,0,1,14,0,1,1,2,0.2,0.19699999999999998,0.4,0.2239,0,47,47
2011-01-10,225,1,0,1,15,0,1,1,2,0.2,0.19699999999999998,0.4,0.2239,2,43,45
2011-01-10,226,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74
2011-01-10,227,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178
2011-01-10,228,1,0,1,18,0,1,1,1,0.2,0.19699999999999998,0.4,0.2239,1,154,155
2011-01-10,229,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95
2011-01-10,230,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74
2011-01-10,231,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.19399999999999998,1,37,38
2011-01-10,232,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24
2011-01-10,233,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18
2011-01-11,234,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12
2011-01-11,235,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3
2011-01-11,236,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.19399999999999998,0,3,3
2011-01-11,237,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6
2011-01-11,238,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27
2011-01-11,239,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99
2011-01-11,240,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217
2011-01-11,241,1,0,1,9,0,2,1,2,0.18,0.19699999999999998,0.51,0.1642,3,127,130
2011-01-11,242,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54
2011-01-11,243,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35
2011-01-11,244,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57
2011-01-11,245,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52
2011-01-11,246,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63
2011-01-11,247,1,0,1,15,0,2,1,2,0.16,0.19699999999999998,0.8,0.0896,2,45,47
2011-01-11,248,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76
2011-01-11,249,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136
2011-01-11,250,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95
2011-01-11,251,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51
2011-01-11,252,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.19399999999999998,0,32,32
2011-01-11,253,1,0,1,21,0,2,1,3,0.16,0.19699999999999998,0.86,0.0896,0,20,20
2011-01-11,254,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29
2011-01-11,255,1,0,1,23,0,2,1,3,0.16,0.19699999999999998,0.93,0.0896,1,18,19
2011-01-12,256,1,0,1,0,0,3,1,2,0.16,0.19699999999999998,0.86,0.0896,0,7,7
2011-01-12,257,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6
2011-01-12,258,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1
2011-01-12,259,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5
2011-01-12,260,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16
2011-01-12,261,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54
2011-01-12,262,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128
2011-01-12,263,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81
2011-01-12,264,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39
2011-01-12,265,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35
2011-01-12,266,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55
2011-01-12,267,1,0,1,13,0,3,1,1,0.22,0.19699999999999998,0.44,0.3582,0,49,49
2011-01-12,268,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44
2011-01-12,269,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49
2011-01-12,270,1,0,1,16,0,3,1,1,0.22,0.19699999999999998,0.44,0.3284,5,63,68
2011-01-12,271,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139
2011-01-12,272,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137
2011-01-12,273,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83
2011-01-12,274,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56
2011-01-12,275,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57
2011-01-12,276,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33
2011-01-12,277,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20
2011-01-13,278,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7
